id,name,type,sport_type,start_date_local,distance_km,moving_time_min,elapsed_time_min,total_elevation_gain_m,elev_high_m,elev_low_m,average_speed_kmh,max_speed_kmh,average_heartrate,max_heartrate,average_watts,max_watts,device_watts,suffer_score,calories,average_cadence,average_temp_c,workout_type,start_latlng,city,state,country,gear_id,trainer,commute,manual,has_heartrate,achievement_count,kudos_count,comment_count,athlete_count,pr_count,photos_count,total_photo_count,description,device_name,map_id
16733936554,Made my first Strava segment,Run,Run,2025-12-13 10:21:37,9.719,54.42,54.42,133.0,136.0,52.4,10.72,15.26,161.1,174.0,281.5,397,True,160.0,623.0,81.9,15.4,,"32.941305,-117.153988",,,,g27182744,False,False,False,True,4,7,2,1,4,0,0,"After yo-yo ing with some dudes biking up Powerlines, I spent the rest of the run pondering about what uphill grades would be faster to bike vs. run. So I added a running segment to compare with my bike times 😂   Conclusion: my bike PR on that section is faster than today's run, but on most of my rides, I was slower. Not surprising I guess since it's fairly steep, but I wonder where the tipping point is.",Garmin Forerunner 255S,a16733936554
16717153451,Black Mountain,Ride,MountainBikeRide,2025-12-11 13:11:06,8.51,53.52,63.0,235.0,380.0,245.0,9.54,27.58,146.7,176.0,92.5,,False,92.0,591.0,,25.0,,"32.971136,-117.117599",,,,b16859878,False,False,False,True,0,6,0,2,0,0,0,"Rocks, rocks, fighter jets, rocks, and a softball team on some kind of hike with full uniforms and gear.",Garmin Forerunner 255S,a16717153451
16698174428,New Tunnel who dis,Ride,MountainBikeRide,2025-12-09 13:23:49,9.31,42.05,44.18,137.0,130.6,53.0,13.28,47.81,139.8,167.0,101.1,,False,55.0,404.0,,26.0,,"32.94126,-117.15407",,,,b16859878,False,False,False,True,9,4,0,2,3,0,0,"Played Passenger Princess again and let Joel show me Tunnel 2. It's a cool, slower trail which was perfect because I was feeling slow mentally and physically ",Garmin Forerunner 255S,a16698174428
16678438900,Back on the ground,Run,Run,2025-12-07 09:24:38,12.991,72.03,75.93,117.0,84.4,12.2,10.82,14.9,160.1,175.0,277.7,405,True,204.0,822.0,83.3,8.4,,"32.941396,-117.154042",,,,g27182744,False,False,False,True,6,8,0,1,2,0,0,"Whew it was a little hotter and drier than I expected, but overall pretty pleasant. Bumped into some friends hiking in the canyon and ended up running a quarter mile with three 6-year-olds 😅",Garmin Forerunner 255S,a16678438900
16661044384,Flat stuff,Ride,MountainBikeRide,2025-12-05 15:14:36,9.908,34.97,36.52,73.0,89.6,54.0,17.0,31.61,141.1,174.0,114.1,,False,49.0,346.0,,20.0,,"32.941451,-117.154062",,,,b16859878,False,False,False,True,0,7,1,1,0,0,0,"My mind is toast after four 6am meetings this week and one 6:30, but I needed to get some movement in, so I just rode along the bottom of the canyon. Honestly east of our house is not that great. Also was totally blinded by the low angle sun heading home",Garmin Forerunner 255S,a16661044384
16641755010,Cobbles-Appendix-Cobbles,Ride,MountainBikeRide,2025-12-03 10:49:12,10.049,43.67,52.0,167.0,126.6,52.2,13.81,29.3,134.9,175.0,106.4,,False,52.0,428.0,,15.1,,"32.941313,-117.154048",,,,b16859878,False,False,False,True,24,4,0,1,23,0,0,"Perfect weather, felt fresh  Stymied by two steep uphill sections but otherwise felt fairly competent climbing . Tried to focus on cadence ",Garmin Forerunner 255S,a16641755010
16613108930,Mission Trails,Ride,MountainBikeRide,2025-11-30 08:58:18,14.388,92.2,109.3,469.0,269.6,112.8,9.36,37.73,135.1,171.0,97.2,,False,98.0,811.0,,10.7,,"32.824983,-117.076312",,,,b16859878,False,False,False,True,0,8,0,2,0,2,2,Getting my 🍑🦵🏻 by long climbs.  Very cool trail toward the end. Might choose a different start next time.,Garmin Forerunner 255S,a16613108930
16583983137,Gobble gobble,Run,Run,2025-11-27 08:19:49,8.429,48.4,49.25,59.0,91.4,64.2,10.45,16.42,153.5,172.0,271.7,412,True,103.0,533.0,82.1,11.1,,"32.941342,-117.154003",,,,g27182744,False,False,False,True,0,4,0,1,0,0,0,,Garmin Forerunner 255S,a16583983137
16566814795,Ruts,Ride,MountainBikeRide,2025-11-25 13:24:47,11.846,50.28,54.43,184.0,124.6,29.2,14.13,36.86,142.4,180.0,109.6,,False,75.0,507.0,,22.6,,"32.941329,-117.154097",,,,b16859878,False,False,False,True,22,6,1,2,5,0,0,why is uphill so technically difficult?,Garmin Forerunner 255S,a16566814795
16555570256,Back to the canyon,Run,Run,2025-11-24 11:22:17,7.274,43.65,43.73,57.0,89.8,45.4,10.0,13.32,159.5,171.0,263.6,464,True,121.0,490.0,82.0,16.9,,"32.941304,-117.154063",,,,g21225297,False,False,False,True,0,2,0,1,0,0,0,Trails finally dried out enough (ranger's orders) to use again so I am spared the boring roads. There was a strange group of silent stare-ers at the waterfall? Dunno,Garmin Forerunner 255S,a16555570256
16548631026,Family Ride around Lake Miramar!,Ride,Ride,2025-11-23 15:29:01,8.468,65.32,79.65,22.0,226.4,215.2,7.78,16.99,86.5,115.0,16.2,,False,8.0,252.0,,19.0,10,"32.913765,-117.099234",,,,,False,False,False,True,0,6,3,1,0,1,1,"Wooo first time riding with all four of us! Miriam did catch a lift on the cargo bike after 1.5 miles but Shoshana made it all the way around.   Not breaking any speed records (it is legitimately difficult to bike 4mph haha) but hey, we're out there.  Oh, and Joel Brooks rollerbladed!",Garmin Forerunner 255S,a16548631026
16528641285,Afternoon Run,Run,Run,2025-11-21 15:42:35,6.195,35.1,36.08,77.0,127.0,73.0,10.59,14.62,146.6,168.0,278.0,404,True,58.0,372.0,82.2,14.4,,"32.941286,-117.154019",,,,g27182744,False,False,False,True,0,6,0,2,0,0,0,,Garmin Forerunner 255S,a16528641285
16510088534,Finding running buddies on Facebook,Run,Run,2025-11-19 15:20:48,4.215,32.0,32.27,67.0,226.4,202.8,7.9,11.23,132.3,150.0,212.4,314,True,21.0,280.0,78.0,15.1,,"32.984161,-117.091744",,,,g27182744,False,False,False,True,0,7,0,1,0,0,0,"Slower than my default pace but she has two young kids, her husband went to my high school (didn't overlap), and is Jewish so I guess we're friends now",Garmin Forerunner 255S,a16510088534
16490146571,Afternoon Run,Run,Run,2025-11-17 16:05:53,4.675,25.05,25.1,61.0,124.4,73.0,11.2,14.4,151.2,162.0,298.5,391,True,49.0,278.0,81.2,17.9,,"32.941304,-117.154007",,,,g27182744,False,False,False,True,2,3,0,1,2,0,0,,Garmin Forerunner 255S,a16490146571
16467268760,Morning Run,Run,Run,2025-11-15 08:23:02,4.995,28.33,28.33,90.0,130.2,81.4,10.58,14.11,151.2,162.0,285.1,376,True,54.0,310.0,81.1,16.5,,"32.941423,-117.154014",,,,g27182744,False,False,False,True,0,2,0,1,0,0,0,,Garmin Forerunner 255S,a16467268760
16439907879,Afternoon Mountain Bike Ride,Ride,MountainBikeRide,2025-11-12 13:00:13,10.884,42.42,44.97,128.0,133.4,59.4,15.4,32.4,138.4,171.0,107.6,,False,50.0,401.0,,24.1,,"32.94136,-117.154044",,,,b16859878,False,False,False,True,9,4,0,2,7,0,0,,Garmin Forerunner 255S,a16439907879
16407097204,Silver Strand 12k,Run,Run,2025-11-09 07:40:09,12.062,62.17,62.17,20.0,11.6,1.4,11.64,24.34,162.4,180.0,289.5,497,True,188.0,731.0,85.2,12.1,,"32.687597,-117.191578",,,,g20583632,False,False,False,True,0,9,2,26,0,2,2,Not bad for being bent over a toilet bowl 12 hours ago (mysterious GI distress).  A friend convinced me to sign up but I mostly ran alone. Taiko drumming is a great motivator.  Update: Apparently placed second in my age group!,Garmin Forerunner 255S,a16407097204
16376266387,Morning Run,Run,Run,2025-11-06 09:30:11,6.237,34.55,34.83,27.0,87.4,61.2,10.83,14.04,151.0,164.0,277.2,375,True,67.0,377.0,83.0,15.0,,"32.941378,-117.154021",,,,g20583632,False,False,False,True,1,5,0,1,0,0,0,Did some strides after. Let's see if I stretch today ,Garmin Forerunner 255S,a16376266387
16357945377,Afternoon Mountain Bike Ride,Ride,MountainBikeRide,2025-11-04 14:36:27,12.928,57.75,60.67,183.0,131.6,51.6,13.43,44.06,133.0,168.0,98.4,,False,54.0,463.0,,23.9,,"32.941392,-117.154054",,,,b16859878,False,False,False,True,16,5,0,2,5,0,0,,Garmin Forerunner 255S,a16357945377
16334243912,Miriam woke us up at 5am,Run,Run,2025-11-02 08:03:26,7.117,40.12,46.1,12.0,119.6,113.4,10.65,21.82,150.0,173.0,274.4,509,True,74.0,406.0,83.5,15.1,3,"32.965133,-117.150231",,,,g20583632,False,False,False,True,3,9,2,1,1,0,0,"Who doesn't love a time change?  I had one of those ""trying to move my legs but can't"" running dreams last night so I thought I'd try proving to myself that my legs weren't stuck. Went to the track and did 4x800 with 200 jog rest and then a 400 at the end. Just trying to snap out of the slowly plodding along vibe I've been riding for a while ",Garmin Forerunner 255S,a16334243912
16307025368,Oof,Run,Run,2025-10-30 15:09:01,7.249,42.78,43.17,76.0,85.8,30.2,10.17,15.12,159.3,180.0,265.8,387,True,117.0,473.0,82.2,29.4,,"32.941426,-117.154007",,,,g20583632,False,False,False,True,1,4,1,1,0,0,0,"Terribly timed run with respect to food, temperature, and work stress. Ugh. Well, I got out there  Splits are crazy because I was trying to learn ""workout mode"" on my watch ",Garmin Forerunner 255S,a16307025368
16286705212,Hills are hard when biking also,Ride,MountainBikeRide,2025-10-28 13:59:46,14.904,68.32,75.55,257.0,138.4,50.6,13.09,34.85,142.0,175.0,110.8,,False,100.0,648.0,,28.4,,"32.941338,-117.154042",,,,b16859878,False,False,False,True,11,5,0,2,10,0,0,"After a lot of slipping around and one wipeout, it finally clicked that ""mash pedals as hard as possible"" is not the path to uphill success. (What, brute force doesn't solve my problems? Ugh). Tired now, nice ride overall though.",Garmin Forerunner 255S,a16286705212
16264578149,Same old (not so) boring route,Run,Run,2025-10-26 08:25:27,14.06,78.8,82.4,115.0,84.6,15.4,10.71,15.84,149.6,164.0,273.3,414,True,145.0,849.0,84.2,13.4,2,"32.941315,-117.153948",,,,g20583632,False,False,False,True,4,6,3,1,0,0,0,"My years of experience dealing with big feelings came in handy today when I... broke up a trail altercation?? I came up a hill to find a guy on a MTB arguing with a woman with a dog. Turned out the dog lunged at the guy and he got pissed and immediately started recording the woman, who looked terrified and kept saying she was just dog sitting. I got them to calm down by:  - Confirming that everyone was physically ok - Acknowledging both people's feelings  - Suggesting that instead of casting blame, we just accept what happened and try to learn from it - Asking the man to take a deep breath and just bike away  SOUND FAMILIAR, PARENTS???",Garmin Forerunner 255S,a16264578149
16245269228,Copycat route + some exploring,Ride,MountainBikeRide,2025-10-24 13:37:13,12.557,51.13,56.67,204.0,128.4,30.0,14.73,38.45,149.3,180.0,117.0,,False,101.0,526.0,,27.4,,"32.941345,-117.154095",,,,b16859878,False,False,False,True,11,3,0,1,8,2,2,didn't feel like making choices so I basically just copied Joel Brooks's ride from yesterday. Tacked on some random side trails. Found a very nice view 🌄 and one orienteering waypoint ⛳,Garmin Forerunner 255S,a16245269228
16226325332,Oops double hill,Run,Run,2025-10-22 13:29:43,8.863,55.68,56.37,178.0,138.4,79.0,9.55,14.54,162.4,176.0,256.8,450,True,175.0,622.0,81.8,22.1,,"32.941346,-117.154032",,,,g21225297,False,False,False,True,1,9,2,1,0,0,0,"I had a grand plan of dropping M off this morning and stopping at Black Mountain on the way home to run while it was still cool. But then someone scheduled a last minute meeting and I had do ""work"" and I ended up running in the afternoon sun. Thanks to some gentle encouragement from a B and Andrea Staid , I stuck with hills instead of wimping out. But I accidentally did an extra hill when what looked like a cut across, wasn't.  Didn't feel great out there, I think I'm just a really bad hill runner. Or maybe I need to start taking a multivitamin? Probably.... I should stretch. ",Garmin Forerunner 255S,a16226325332
16193726212,One stride,Run,Run,2025-10-19 09:37:30,0.084,0.28,0.28,0.0,9.8,8.8,17.79,20.45,147.1,148.0,209.7,484,True,0.0,3.0,105.3,,,,,,,g20583632,False,False,False,True,0,0,0,1,0,0,0,,Garmin Forerunner 255S,a16193726212
16193726551,High tide adventure,Run,Run,2025-10-19 08:20:51,10.684,65.62,69.02,166.0,130.6,-1.2,9.77,16.2,157.2,177.0,262.4,489,True,160.0,708.0,83.6,14.1,,"32.935216,-117.260842",,,,g20583632,False,False,False,True,0,8,4,1,0,1,1,"The original plan was to try to get 8 or 9 mi in but I misjudged how high the tide was (or maybe the beach and cliffs have evolved in 20 years?) and ended up getting wet. Took my socks and shoes off and walked for a bit before getting to the bottom of Broken Hills. Then I ran up the trail with shoes on but carrying my socks to try to let them dry out. Put the socks back on at the top, but then decided to turn around before N Torrey Pines Rd since the salt water on my clothes was starting to chafe. But hey, it was still really pretty! Guy Fleming on the way down because I couldn't resist.",Garmin Forerunner 255S,a16193726551
16163772959,Lunch Mountain Bike Ride,Ride,MountainBikeRide,2025-10-16 12:33:29,14.116,61.92,65.7,241.0,130.6,26.0,13.68,46.08,137.4,176.0,110.8,,False,80.0,542.0,,21.4,,"32.94123,-117.154098",,,,b16859878,False,False,False,True,21,3,0,2,9,0,0,Getting more confident going fast downhill. Now I need to figure out how to do technical things uphill. Had to bail off the bike at one point 😅,Garmin Forerunner 255S,a16163772959
16131303280,Afternoon Run,Run,Run,2025-10-13 13:32:07,5.657,31.02,32.82,45.0,87.2,52.8,10.94,15.55,137.3,157.0,289.0,409,True,31.0,312.0,83.2,20.4,,"32.941339,-117.154047",,,,g20583632,False,False,False,True,1,5,0,1,1,0,0,,Garmin Forerunner 255S,a16131303280
16108028771,The black and white goat always sleeps on top of the shed,Run,Run,2025-10-11 08:19:47,9.048,53.37,53.37,135.0,133.4,51.0,10.17,13.54,153.8,172.0,267.7,396,True,118.0,579.0,81.6,18.5,,"32.941407,-117.154039",,,,g20583632,False,False,False,True,5,6,2,1,1,0,0,"That is an observation, not a metaphor",Garmin Forerunner 255S,a16108028771
16089704473,Eastward,Run,Run,2025-10-09 13:33:01,6.755,39.55,41.02,51.0,96.2,70.8,10.25,15.26,152.5,169.0,267.3,395,True,82.0,422.0,80.9,25.0,,"32.941274,-117.154068",,,,g20583632,False,False,False,True,0,6,0,1,0,0,0,"Wanted to see how far east the canyon trail went, but it was way hotter than I expected and bad timing with meetings and meals. Anyway, there is more canyon",Garmin Forerunner 255S,a16089704473
16055785287,Lunch Mountain Bike Ride,Ride,MountainBikeRide,2025-10-06 12:24:50,11.283,46.72,48.62,150.0,134.8,51.6,14.49,27.07,132.3,169.0,104.2,,False,43.0,383.0,,22.5,,"32.941384,-117.154082",,,,b16859878,False,False,False,True,19,5,0,2,13,0,0,"Not sore anymore but still very fatigued. Thankfully improving skill can compensate for lack of muscle.  Thanks for tagging along for consecutive days, Joel Brooks !",Garmin Forerunner 255S,a16055785287
16035884809,Afternoon Run,Run,Run,2025-10-04 16:47:03,7.209,48.2,49.65,53.0,81.2,36.8,8.97,12.02,145.6,161.0,233.6,356,True,74.0,480.0,81.7,23.2,,"32.940816,-117.154077",,,,g20583632,False,False,False,True,0,6,0,1,0,0,0,"Social run, trying to unlock the calves",Garmin Forerunner 255S,a16035884809
16011987800,Alabama Hills wander,Walk,Walk,2025-10-02 09:55:15,0.971,15.3,18.57,34.0,1426.8,1402.2,3.81,6.0,98.2,124.0,,,,2.0,83.0,56.3,17.3,,"36.611848,-118.123695",,,,,False,False,False,True,0,5,0,1,0,2,2,,Garmin Forerunner 255S,a16011987800
16005045227,Mt. Whitney from Whitney Portal and JMT,Hike,Hike,2025-10-01 03:17:14,35.868,720.58,897.87,2058.0,4421.6,2548.4,2.99,8.9,118.1,154.0,,,,241.0,4085.0,55.9,7.3,,"36.587096,-118.240305",,,,,False,False,False,True,0,9,6,2,0,8,8,"(No government edition.)  Fantastic day! Started at 3:15am and finished just before 7pm. We had amazing luck with the weather; two days ago there was snow/hail/lots of wind. We were treated to sun, refreshingly cool air, and amazing views the whole way (even in the dark! 🌌) and saw a couple of pikas. Definitely want to spend more time in the Sierras now that we're out here, hopefully with the kids!  We tried to concentrate on starting slow and felt strong up to Trail Camp. Then started to feel the altitude and the slog about halfway up the switchbacks. Slowed down and made sure to take breaks after that, and summited feeling strong! Then the long road down. Tried to goad Joel into jogging toward the end ""just to mix up muscle groups"" but alas.",Garmin Forerunner 255S,a16005045227
15981848869,A stroll from Cottonwood Lakes Trailhead,Hike,Hike,2025-09-29 15:44:03,4.553,58.23,60.08,96.0,3087.6,3046.4,4.69,7.1,107.6,135.0,,,,11.0,285.0,56.6,9.4,,"36.453339,-118.169776",,,,,False,False,False,True,0,7,0,2,0,2,2,Started in a rain squall but then it was beautiful. 82 degrees at sea level and 42 at 10k ft,Garmin Forerunner 255S,a15981848869
15970769691,E-cargo bike adventure,EBikeRide,EBikeRide,2025-09-28 15:59:17,8.828,37.17,56.03,135.0,172.2,76.0,14.25,50.04,89.7,124.0,64.1,,False,5.0,157.0,,24.9,,"32.941371,-117.154027",,,,,False,False,False,True,0,8,0,1,0,1,1,"Boldly tried to use the cargo bike (with kiddo) through a single track trail. Shoshana seemed to enjoy bouncing around and getting blasted by plants, so I guess it worked out. Had a long struggle to try to get the bike up a super steep incline, lol. Even walking it was iffy",Garmin Forerunner 255S,a15970769691
15957424988,Afternoon Run,Run,Run,2025-09-27 13:02:01,4.878,27.77,27.97,32.0,87.2,54.2,10.54,14.18,151.3,167.0,275.8,395,True,55.0,298.0,82.4,25.5,,"32.941288,-117.153973",,,,g20583632,False,False,False,True,0,7,0,1,0,0,0,,Garmin Forerunner 255S,a15957424988
15933790797,Morning Run,Run,Run,2025-09-25 09:02:17,6.145,35.03,35.13,41.0,87.4,63.0,10.52,13.97,149.4,166.0,270.6,363,True,64.0,368.0,83.2,20.5,,"32.941278,-117.154",,,,g20583632,False,False,False,True,0,3,0,1,0,0,0,"Chillaxin, meeting all the cool dogs",Garmin Forerunner 255S,a15933790797
15915731576,Afternoon Mountain Bike Ride,Ride,MountainBikeRide,2025-09-23 15:45:20,13.041,54.08,57.5,197.0,131.4,25.0,14.47,29.59,134.5,169.0,,,,54.0,431.0,,27.6,,"32.941419,-117.154078",,,,b16859878,False,False,False,True,7,5,0,2,5,4,4,"Saw a bobcat, roadrunner, and a coyote! Getting a bit more confident with speed downhill. Unexpectedly launched myself over a bump but did not fall 😁  Matchy matchy outfit achieved",Garmin Forerunner 255S,a15915731576
15892648301,Mt. Woodson (and Potato Chip Rock),Hike,Hike,2025-09-21 10:16:07,12.063,163.63,185.3,658.0,873.2,290.2,4.42,7.13,106.6,151.0,,,,39.0,746.0,57.4,21.9,,"33.006483,-117.013814",,,,g21225297,False,False,False,True,0,10,0,2,0,5,5,"Squeezing in a local hike. Thankful for cloud cover instead of the predicted 80 degree day.   Sure, you feel good about your fitness until you meet a Pomeranian at the top.",Garmin Forerunner 255S,a15892648301
15856120446,Mesa to Cobbles,Run,Run,2025-09-18 09:06:00,9.033,50.87,51.83,116.0,138.8,58.2,10.66,15.41,163.3,179.0,275.5,451,True,163.0,575.0,83.1,23.1,,"32.941304,-117.153967",,,,g21225297,False,False,False,True,5,6,1,1,1,0,0,Roughly traced the bike route from Tues. Super muggy after yesterday's rain,Garmin Forerunner 255S,a15856120446
15835776223,Afternoon Mountain Bike Ride,Ride,MountainBikeRide,2025-09-16 13:28:48,9.193,43.45,53.8,170.0,132.4,56.8,12.69,26.93,136.6,171.0,,,,47.0,364.0,,32.7,,"32.94136,-117.154081",,,,,False,False,False,True,8,6,3,2,2,0,0,"Learned some stuff, did not fall of side of mountain.  Forgot to unpause and missed recording the boring section ",Garmin Forerunner 255S,a15835776223
15811410682,Praise the clouds,Run,Run,2025-09-14 07:54:13,16.301,92.53,96.75,155.0,87.8,16.0,10.57,15.48,156.3,173.0,269.6,408,True,225.0,994.0,84.6,18.2,2,"32.941363,-117.153962",,,,g20583632,False,False,False,True,5,11,0,1,2,0,0,Nice long adventure. Saw a coyote and checked out two more creek crossings. Definitely a bit hillier on the southwest section ,Garmin Forerunner 255S,a15811410682
15788766908,Morning Run,Run,Run,2025-09-12 10:20:59,7.333,42.47,43.03,49.0,85.6,40.8,10.36,14.11,155.7,172.0,265.2,389,True,101.0,456.0,82.7,22.5,,"32.941313,-117.153996",,,,g20583632,False,False,False,True,3,4,3,1,2,0,0,"Even though I did already exercise a bunch this week, I really felt the need to go on a ""regular"" run. And it was indeed regular.",Garmin Forerunner 255S,a15788766908
15777530648,Anniversary Ride 🎊🥂,Ride,MountainBikeRide,2025-09-11 09:25:58,12.459,52.07,58.52,131.0,136.4,58.2,14.36,30.67,131.5,170.0,,,,45.0,406.0,,21.2,,"32.941299,-117.154062",,,,,False,False,False,True,11,10,2,2,10,0,0,"Bought myself a mountain bike as my gift to Joel Brooks for our anniversary. 🤣🤔Spent the actual day together at the DMV, so got our first ride together in today ",Garmin Forerunner 255S,a15777530648
15759063373,Catching up,Run,Run,2025-09-09 17:43:29,4.873,37.9,42.5,101.0,161.0,98.8,7.71,11.88,135.9,169.0,213.6,373,True,34.0,319.0,79.5,24.4,,"33.052289,-117.07658",,,,g20583632,False,False,False,True,0,5,0,1,0,0,0,"Ran with an old friend, explored the Lake Hodges area. Definitely a bunch of nice trails around!",Garmin Forerunner 255S,a15759063373
15731964502,Morning Trail Run,Run,TrailRun,2025-09-07 08:26:28,10.414,84.58,92.67,362.0,475.8,246.6,7.39,13.25,144.4,163.0,201.6,366,True,121.0,745.0,77.0,32,,"32.971301,-117.118742",,,,g21225297,False,False,False,True,5,9,0,2,1,2,2,"My parents had the kids overnight (so we could go see the Savannah Bananas!!) so Joel Brooks  and I took the opportunity to work out together.  Some guy on Mt. San Jacinto last month described trail running as ""you run, and then when it gets too hard, you walk"" so that's that we did   ",Garmin Forerunner 255S,a15731964502
15698872837,Lunch Mountain Bike Ride,Ride,MountainBikeRide,2025-09-04 12:20:29,13.085,63.3,68.42,165.0,135.4,36.6,12.4,28.22,140.8,167.0,,,,83.0,523.0,,30.0,,"32.941391,-117.15406",,,,,False,False,False,True,7,8,0,1,7,0,0,Oops got in a little over my head and had to walk down  some twisty turny banked things. Then I got tired and hungry and hot and started to really slow down at the end. But it was a nice alternative to a run in the baking sun ,Garmin Forerunner 255S,a15698872837
15674562547,Morning Run,Run,Run,2025-09-02 10:56:29,6.496,37.77,40.62,91.0,142.8,71.4,10.32,14.4,157.0,172.0,269.4,412,True,96.0,404.0,83.4,26.5,,"32.941324,-117.154025",,,,g20583632,False,False,False,True,0,5,0,1,0,0,0,Found a trail that is downhill on the way back! 🙌🏻  Also found a disc golf basket with putters in it (belonged to the park??) so I stopped to throw a few ,Garmin Forerunner 255S,a15674562547
15650998179,Morning Run,Run,TrailRun,2025-08-31 07:39:11,14.665,83.47,88.25,142.0,84.0,19.0,10.54,17.42,163.9,179.0,270.4,418,True,269.0,924.0,84.7,18.6,,"32.941353,-117.154018",,,,g21225297,False,False,False,True,6,10,3,1,2,0,0,"Pros of heading west in the morning: running towards fog/cloud cover and not being blinded by the sun.  Cons of heading west generally: the way back is a subtle, soul crushing, persistent uphill",Garmin Forerunner 255S,a15650998179
15618188039,Exploring Black Mountain,Run,TrailRun,2025-08-28 09:33:22,5.977,38.4,40.73,192.0,374.8,243.0,9.34,17.06,155.1,172.0,254.2,439,True,91.0,396.0,82.5,22.3,,"32.971197,-117.11741",,,,g21225297,False,False,False,True,0,6,0,1,0,0,0,Was hoping to go a little further but a meeting ran long. Nice cloud cover today,Garmin Forerunner 255S,a15618188039
15595618952,Post hike shakeout,Run,Run,2025-08-26 10:15:54,6.638,40.68,41.53,35.0,85.8,55.4,9.79,13.32,144.7,166.0,250.8,352,True,61.0,407.0,83.2,26.0,,"32.941249,-117.154047",,,,g21225297,False,False,False,True,0,9,0,2,0,0,0,Joel doesn't know what a shakeout is so I took him on one,Garmin Forerunner 255S,a15595618952
15575032101,Mt San Jacinto from Marion Trailhead,Hike,Hike,2025-08-24 07:20:49,20.968,370.62,444.25,1364.0,3291.6,1933.0,3.39,7.2,125.0,155.0,,,,187.0,2081.0,55.0,27,,"33.791127,-116.735309",,,,g21225297,False,False,False,True,0,12,0,2,0,8,8,"Absolutely gorgeous hike, really lucked out on the weather. Shade the whole way up and got back to car just as a thunderstorm was forming.  Quite a steep start, almost too steep even for this caterpillar.",Garmin Forerunner 255S,a15575032101
15549040530,It's a dry heat,Run,Run,2025-08-22 09:18:17,7.459,41.63,43.37,47.0,84.0,43.8,10.75,15.12,166.5,181.0,277.7,411,True,143.0,469.0,83.5,26.1,,"32.94128,-117.153972",,,,g21225297,False,False,False,True,0,7,2,1,0,0,0,"I wasn't running through soup like New England, instead just getting blasted by stellar radiation.  Cooled off halfway through by dunking my head into the waterfall.  Finally found my trail shoes, wow what a difference ",Garmin Forerunner 255S,a15549040530
15526381372,Post drop off run,Run,Run,2025-08-20 08:37:02,8.662,50.1,52.12,103.0,136.6,60.8,10.38,15.41,156.9,175.0,270.1,390,True,128.0,536.0,84.3,18.5,,"32.940614,-117.151869",,,,g20583632,False,False,False,True,1,8,1,1,1,0,0,"This. run. had. everything. 🙏🏻: hard packed dirt, a historic house, river rocks, a moderate climb, a bearded man stacking rocks, loose sand, and lizards. (One of which I almost stepped on because it ran forward instead of sideways??)  A pretty hot one today but managed to find a lot of shade ",Garmin Forerunner 255S,a15526381372
15492244172,Morning Run,Run,Run,2025-08-17 08:13:48,12.996,73.53,75.7,122.0,85.0,19.6,10.61,13.54,157.8,172.0,272.6,406,True,194.0,785.0,83.9,18.2,2,"32.941292,-117.15403",,,,g20583632,False,False,False,True,0,6,0,1,0,0,0,Still sore and sluggish from the Black Mtn run (because I don't stretch or otherwise recover!!).  But I kept on keepin on and got a nice longer run in. Rolling hills kept me honest ,Garmin Forerunner 255S,a15492244172
15469675538,Black Mountain via Miner's Loop,Run,TrailRun,2025-08-15 09:17:36,7.09,48.73,54.62,302.0,475.2,238.8,8.73,15.55,157.7,174.0,246.5,501,True,128.0,491.0,82.4,18.8,,"32.992457,-117.116195",,,,g20583632,False,False,False,True,0,6,0,1,0,4,4,"About 40% hike, 60% run. Fog burned off right as I rolled up but not too hot with the breeze, and was rewarded with nice views. Bunch of sharp rocks on the trail, so a little slow going to pick my way through. Only one wrong turn! (But I did stop to check AllTrails a bunch😅)",Garmin Forerunner 255S,a15469675538
15437759832,The mix up day,Ride,MountainBikeRide,2025-08-12 13:35:27,10.033,45.55,47.15,124.0,137.4,60.8,13.22,24.84,138.4,168.0,,,,56.0,386.0,,27.8,,"32.94129,-117.154033",,,,,False,False,False,True,4,7,0,1,2,0,0,I swear I was already planning on stealing Joel's bike before I saw him come back from a run this morning.  Turns out the fire road is just as miserable on the bike as running. Did two loops of one single track trail which was fun.,Garmin Forerunner 255S,a15437759832
15412464622,"Found Tunnel 4, lost the way out",Run,Run,2025-08-10 07:55:15,10.405,60.12,60.77,154.0,134.6,64.6,10.39,13.97,161.2,181.0,271.7,381,True,174.0,654.0,84.6,19.1,,"32.941329,-117.154096",,,,g20583632,False,False,False,True,1,7,1,1,1,0,0,"Why is this place so confusing for me? Twisty and rocky through tunnel 4, I see why it's a cool MTB trail. I might need trail shoes though.  Saw a family of quail on the fire road! Kesavan Yogeswaran you gotta come visit and get your bird count up",Garmin Forerunner 255S,a15412464622
15378823706,Morning Run,Run,Run,2025-08-07 09:24:35,6.219,34.45,34.45,97.0,115.0,56.2,10.83,15.98,161.5,183.0,281.8,405,True,102.0,384.0,84.0,23.6,,"32.941239,-117.154104",,,,g20583632,False,False,False,True,1,3,0,1,0,0,0,,Garmin Forerunner 255S,a15378823706
15366161151,Canyon Camp Commute,EBikeRide,EBikeRide,2025-08-06 08:15:27,5.08,21.85,27.9,37.0,83.4,70.2,13.95,28.08,90.9,109.0,,,,3.0,84.0,,20.3,,"32.941326,-117.154063",,,,,False,True,False,True,0,7,0,1,0,2,2,Well this sure is pleasant ,Garmin Forerunner 255S,a15366161151
