segment_id,segment_name,segment_city,segment_state,segment_distance_m,segment_avg_grade,start_lat,start_lng,sport_types,effort_count,first_effort,last_effort,best_time_s,worst_time_s,pr_date,recent_trend,avg_heartrate
2501063,PQ Canyonside Warm Up Dash,San Diego,CA,1338.41,-0.3,32.94115048,-117.1358738,Run,3,2025-10-09 14:03:11,2026-06-10 14:26:49,412,497,2026-02-11 16:54:13,9.5,158.1
3373271,Bridges Singletrack Downstream,San Diego,CA,659.188,-2.7,32.9273883,-117.1785596,Run,3,2025-10-26 08:43:38,2026-06-20 11:25:22,223,228,2025-10-26 08:43:38,2.5,153.4
3944956,Deer Canyon Full,San Diego,CA,2343.7,-1.2,32.955088,-117.164583,MountainBikeRide,3,2025-10-28 14:30:14,2026-04-25 14:10:04,769,790,2026-03-04 14:26:22,3.0,145.3
6005490,WDC (flow),San Diego,CA,809.9,-2.5,32.955684,-117.170348,MountainBikeRide,3,2025-10-28 14:35:35,2026-04-25 14:15:48,231,260,2025-10-28 14:35:35,13.0,153.0
6590602,Central Deer Canyon,San Diego,CA,608.7,-1.7,32.955444,-117.173945,MountainBikeRide,3,2025-10-28 14:37:40,2026-04-25 14:17:39,142,188,2026-03-04 14:34:15,18.5,154.8
5681768,Don't fall in,San Diego,CA,167.7,-0.8,32.952432,-117.179619,MountainBikeRide,3,2025-10-28 14:41:52,2026-04-25 14:21:58,23,31,2026-04-25 14:21:58,-4.0,127.0
12307150,Cobbley Appendicitis,San Diego,California,2413.0,1.9,32.930186,-117.176428,MountainBikeRide,3,2025-12-03 10:58:07,2026-05-18 15:18:43,821,1157,2026-01-17 14:02:44,163.0,138.2
2748915,EDC,San Diego,CA,486.94,-0.0,32.95520153827965,-117.16925592161715,MountainBikeRide,3,2025-12-16 13:21:18,2026-02-09 13:43:48,213,262,2026-01-23 14:07:08,-10.0,146.1
17329872,Punchy like an uppercut,San Diego,California,340.5,7.0,32.942303,-117.19133,MountainBikeRide,3,2025-12-21 09:24:33,2026-05-12 14:05:35,115,152,2026-05-12 14:05:35,-18.5,145.7
4232895,Knoll Loop,San Diego,CA,237.8,-0.3,32.98775,-117.135341,MountainBikeRide,3,2026-01-06 14:44:53,2026-03-24 13:20:57,136,165,2026-03-24 13:01:57,-13.0,141.6
3126487,Knoll mini DH,San Diego,CA,696.956,-7.4,32.987992549315095,-117.13509346358478,MountainBikeRide,3,2026-01-06 14:48:26,2026-03-24 13:23:42,275,490,2026-03-24 13:23:42,-107.5,135.4
7567724,2nd half of knoll DH,San Diego,CA,317.6,-3.9,32.986536,-117.137716,MountainBikeRide,3,2026-01-06 14:55:21,2026-03-24 13:27:29,94,137,2026-03-24 13:27:29,-21.5,139.6
1676279,Trader Joe's Hill,Lexington,MA,562.749,5.8,42.42511622611659,-71.18852220482303,"MountainBikeRide,Ride",2,2024-11-06 11:50:51,2025-06-20 10:21:39,167,220,2025-06-20 10:21:39,-53.0,144.9
8103095,Dundee Rd Hill,Arlington,Massachusetts,233.1,8.5,42.425033,-71.188672,"MountainBikeRide,Ride",2,2024-11-06 11:50:57,2025-06-20 10:21:41,82,107,2025-06-20 10:21:41,-25.0,147.2
34498688,CRC 600,Cambridge,Massachusetts,613.1,0.3,42.383126,-71.144897,Run,2,2024-11-20 12:08:10,2025-06-18 12:27:30,186,187,2025-06-18 12:27:30,-1.0,145.4
3960323,"3/4 Fresh Pond, enter Huron, exit Concord",Cambridge,MA,2690.6,-0.1,42.380935,-71.145571,Run,2,2024-11-20 12:11:18,2025-06-18 12:30:38,847,865,2025-06-18 12:30:38,-18.0,149.8
35853645,Dirt Trail at South Fresh Pond,Cambridge,Massachusetts,681.1,0.2,42.379754,-71.147227,Run,2,2024-11-20 12:12:19,2025-06-18 12:31:38,209,215,2025-06-18 12:31:38,-6.0,149.1
8334532,Fresh Pond pickup 1 (golf to water fountain),Belmont,Massachusetts,738.0,-0.1,42.381667,-71.153536,Run,2,2024-11-20 12:15:46,2025-06-18 12:35:00,235,240,2025-06-18 12:35:00,-5.0,148.4
38468326,little fresh pond to fork,Cambridge,Massachusetts,1249.0,-0.3,42.384217,-71.155228,Run,2,2024-11-20 12:17:30,2025-06-18 12:36:42,393,402,2025-06-18 12:36:42,-9.0,150.0
13662485,Lily-livered,,,184.4,0.1,42.384397,-71.15513,Run,2,2024-11-20 12:17:38,2025-06-18 12:36:48,60,61,2024-11-20 12:17:38,1.0,147.7
23571256,MVP Rotary to Mill Brook bridge,Arlington,Massachusetts,627.4,-0.1,42.420568,-71.143267,Run,2,2024-11-24 10:41:03,2025-06-05 06:25:29,207,211,2025-06-05 06:25:29,-4.0,155.7
15281452,MVP Rotary to Mystic St.,Arlington,Massachusetts,1047.4,0.6,42.420746,-71.143296,Run,2,2024-11-24 10:41:07,2025-06-05 06:25:34,356,368,2025-06-05 06:25:34,-12.0,155.1
11962588,Whipple Hill - New Summit Approach From South,Winchester,Massachusetts,331.0,6.9,42.440418,-71.183517,"Run,TrailRun",2,2025-04-02 11:45:32,2025-06-03 11:35:14,151,163,2025-06-03 11:35:14,-12.0,160.7
11962538,Backside of Whipple Hill,Winchester,Massachusetts,700.4,-1.0,42.440107,-71.179098,"Run,TrailRun",2,2024-11-11 10:47:46,2025-06-03 11:48:52,263,336,2025-06-03 11:48:52,-73.0,163.6
18906716,Waldorf to Seasons Four,,,1286.5,0.2,42.430946,-71.204906,Run,2,2025-04-04 14:15:35,2025-05-31 16:52:12,405,410,2025-04-04 14:15:35,5.0,162.8
22295663,Lexington Center,Lexington,Massachusetts,470.0,0.8,42.446861,-71.222219,Run,2,2024-12-22 10:24:07,2025-05-31 17:04:44,152,165,2025-05-31 17:04:44,-13.0,159.8
19276695,BRT Hill Sprint,,,179.2,5.8,42.45545,-71.313654,Run,2,2024-12-07 13:38:25,2025-05-11 09:30:12,62,68,2025-05-11 09:30:12,-6.0,162.4
5186369,Bike Path: Mill Street to Park Ave (Gold's Gym exit),Arlington,MA,2261.2,1.1,42.418531,-71.15754,Run,2,2024-11-18 11:20:03,2025-05-05 09:19:20,735,739,2025-05-05 09:19:20,-4.0,157.8
5835480,Bike Path Mill to Grove,Arlington,MA,559.7,0.5,42.418606,-71.157504,Run,2,2024-11-18 11:20:04,2025-05-05 09:19:21,181,183,2024-11-18 11:20:04,2.0,158.5
29683935,Mal’s to Bow,Lexington,Massachusetts,181.5,1.0,42.425971,-71.19226,Run,2,2025-03-01 09:34:15,2025-05-05 09:36:14,54,60,2025-03-01 09:34:15,6.0,157.6
4805564,PowerLines to PV Dash,San Diego,CA,1329.7,0.4,32.933859,-117.167801,Run,2,2025-05-02 13:26:06,2025-12-13 11:01:26,457,464,2025-12-13 11:01:26,-7.0,158.1
1655582,Beaver Brook C,Lexington,MA,1919.83,2.2,42.4060709,-71.2079679,"Run,TrailRun",2,2024-12-31 11:04:57,2025-04-25 10:34:13,704,707,2025-04-25 10:34:13,-3.0,160.8
9366510,Beaver Brook on Greenway (Westbound),Lexington,Massachusetts,991.4,1.8,42.409111,-71.21097,"Run,TrailRun",2,2024-12-31 11:07:41,2025-04-25 10:37:02,380,381,2025-04-25 10:37:02,-1.0,160.8
1708635,Beaver Brook on Greenway,Lexington,MA,1101.23,-0.6,42.4103078,-71.2195922,"Run,TrailRun",2,2024-12-31 12:19:04,2025-04-25 10:48:10,359,373,2025-04-25 10:48:10,-14.0,163.5
1932693,Great Meadows to Seasons Four,Lexington,MA,1939.87,0.2,42.427623716666666,-71.19855695,Run,2,2024-10-16 11:44:14,2025-04-20 17:29:49,607,640,2025-04-20 17:29:49,-33.0,151.8
26827817,30 foot warm up,Wellesley,Massachusetts,425.4,2.0,42.294699,-71.319878,Run,2,2025-01-29 11:35:57,2025-04-14 12:42:34,142,151,2025-01-29 11:35:57,9.0,162.2
11532207,Bacon Street Steep Part,,,252.5,5.5,42.294262,-71.328755,Run,2,2025-01-29 11:40:02,2025-04-14 12:46:42,103,106,2025-04-14 12:46:42,-3.0,162.5
7779026,"Bacon Street climb, Oak-Marion",Natick,MA,725.2,3.5,42.294013,-71.328984,Run,2,2025-01-29 11:40:14,2025-04-14 12:46:53,264,274,2025-04-14 12:46:53,-10.0,164.1
7281594,Upper Mystic Lake - Route 3,Arlington,MA,1512.6,-0.8,42.430385,-71.153896,Run,2,2024-11-24 10:07:24,2025-03-30 14:38:56,472,473,2025-03-30 14:38:56,-1.0,158.2
15281417,Upper Mystic Lake full,,,1810.2,0.4,42.434788,-71.155821,Run,2,2024-11-24 10:09:59,2025-03-30 14:41:33,583,594,2025-03-30 14:41:33,-11.0,160.7
953936,Mystic East Trail,Winchester,MA,3042.58,-0.1,42.4451217,-71.1409045,Run,2,2024-11-24 10:21:42,2025-03-30 14:52:58,1008,1144,2025-03-30 14:52:58,-136.0,160.2
12961691,Mystic Valley Parkway - Lower Mystic Lake southbound,Medford,Massachusetts,1147.5,-0.1,42.430237,-71.14556,Run,2,2024-11-24 10:34:18,2025-03-30 15:03:32,358,371,2025-03-30 15:03:32,-13.0,166.9
33584923,White Out,Shrewsbury,Massachusetts,322.3,-16.0,42.298477,-71.681225,AlpineSki,2,2025-01-20 13:18:27,2025-01-28 18:20:19,162,629,2025-01-28 18:20:19,-467.0,88.5
9186007,Summer St. - A St. to Dorchester Ave.,Boston,Massachusetts,370.8,-0.6,42.34977,-71.048958,Run,2,2025-01-22 06:37:23,2025-01-23 07:42:03,114,117,2025-01-22 06:37:23,3.0,159.2
2508185,Fiske Hill on Minuteman Trail,Lexington,MA,428.602,4.8,42.448026,-71.263376,Run,2,2024-11-29 09:44:38,2025-01-11 12:57:34,173,182,2025-01-11 12:57:34,-9.0,135.6
12116489,Battle Road: Wood St to Marret St,Lexington,Massachusetts,1498.6,-0.2,42.447794,-71.256151,Run,2,2024-11-29 08:44:47,2024-12-07 12:59:47,481,511,2024-12-07 12:59:47,-30.0,139.2
11157333,Wetland Sprint,Midland,Michigan,131.7,0.3,43.681534,-84.264414,Run,2,2025-07-02 08:39:01,2025-07-04 08:14:05,43,44,2025-07-04 08:14:05,-1.0,154.8
16886006,PQ Canyon Common trial to big sign,San Diego,California,2462.7,-0.5,32.937804,-117.154607,Run,2,2025-07-21 08:37:51,2025-09-14 07:57:38,779,798,2025-07-21 08:37:51,19.0,151.2
8968524,PQ Canyon - CDS to Powerline,San Diego,California,1399.5,-0.5,32.936971,-117.152489,Run,2,2025-07-29 08:06:11,2026-02-02 14:25:44,445,449,2025-07-29 08:06:11,4.0,152.5
813623,Park Village Rd Climb,San Diego,CA,839.249,6.4,32.9405890341846,-117.1696396145948,Run,2,2025-08-10 08:05:28,2025-10-22 13:47:57,360,383,2025-08-10 08:05:28,23.0,163.8
25052736,Tunnel 4 DH,San Diego,California,1358.1,-3.7,32.947383,-117.16313,Run,2,2025-08-10 08:17:08,2025-10-22 13:57:25,518,526,2025-08-10 08:17:08,8.0,159.1
24532363,Heartbreak Hill,San Diego,California,109.7,20.1,32.982372,-117.112213,TrailRun,2,2025-08-15 09:36:02,2025-09-07 08:46:40,79,121,2025-08-15 09:36:02,42.0,153.8
12258142,Upper Service Road: Nighthawk to Towers,San Diego,California,1073.2,7.8,32.981705,-117.11292,TrailRun,2,2025-08-15 09:38:24,2025-09-07 08:48:46,472,860,2025-08-15 09:38:24,388.0,149.9
2160946,Laurentian Dr Climb,San Diego,CA,563.327,8.2,32.9795913,-117.1157847,TrailRun,2,2025-08-15 09:41:25,2025-09-07 08:53:01,276,626,2025-08-15 09:41:25,350.0,148.2
5835967,Hilltop to Fork,San Diego,CA,904.1,5.8,32.971344,-117.117537,TrailRun,2,2025-08-28 09:33:22,2025-09-07 08:27:38,476,503,2025-09-07 08:27:38,-27.0,140.2
31080461,Nighthawk Trail First Hill,San Diego,California,242.5,14.8,32.971161,-117.117335,TrailRun,2,2025-08-28 09:34:41,2025-09-07 08:27:25,141,184,2025-08-28 09:34:41,43.0,134.0
3953669,Mesa Flat Top,San Diego,CA,840.4,-0.3,32.945639,-117.164065,MountainBikeRide,2,2025-09-11 09:47:17,2025-11-12 13:20:46,185,213,2025-11-12 13:20:46,-28.0,136.2
24551310,West Rim Lookout ST CW,San Diego,California,1312.2,0.2,32.951369,-117.168905,MountainBikeRide,2,2025-09-11 09:51:07,2025-11-12 13:24:35,329,554,2025-11-12 13:24:35,-225.0,127.7
4547071,Lookout Point Trail S,San Diego,CA,646.1,0.0,32.95138,-117.168773,MountainBikeRide,2,2025-09-11 09:51:12,2025-11-12 13:24:37,124,143,2025-11-12 13:24:37,-19.0,128.5
22182494,Rim Job – Lapping Clockwise,San Diego,California,1171.6,-0.0,32.948075,-117.169289,MountainBikeRide,2,2025-09-11 09:57:54,2025-11-12 13:27:53,289,365,2025-11-12 13:27:53,-76.0,131.8
18973738,The sun may rise in the East but it sets in the West,San Diego,California,6534.6,-0.3,32.93381,-117.167931,MountainBikeRide,2,2025-09-23 15:51:16,2026-01-21 15:07:27,1718,1742,2026-01-21 15:07:27,-24.0,140.1
1179888,Side Hill to Power Line ,San Diego,CA,2755.37,0.8,32.92070473333333,-117.1916129,MountainBikeRide,2,2025-09-23 16:22:45,2026-03-02 14:50:57,616,724,2026-03-02 14:50:57,-108.0,144.1
13279012,Waterfall to Wagon Wheel Crossing,San Diego,California,3012.0,-1.1,32.927756,-117.177421,Run,2,2025-10-26 08:42:59,2025-12-07 09:40:28,997,1018,2025-12-07 09:40:28,-21.0,154.7
14169592,zags to trees sprint,San Diego,California,1216.2,0.2,32.949476,-117.172977,MountainBikeRide,2,2025-10-28 14:57:00,2025-11-12 13:31:14,234,261,2025-11-12 13:31:14,-27.0,144.1
22766982,Throw your small chainring away!,San Diego,California,1304.8,0.2,32.942913,-117.18264,MountainBikeRide,2,2025-11-04 14:58:59,2026-02-13 15:39:30,244,257,2025-11-04 14:58:59,13.0,139.9
1136526,Rancho Toyon Sprint,San Diego,CA,722.373,0.4,32.94311,-117.18174,MountainBikeRide,2,2025-11-04 14:59:16,2026-02-13 15:39:42,135,137,2025-11-04 14:59:16,2.0,139.9
7626788,Preserve Sprint,San Diego,CA,378.2,2.0,32.943257,-117.177773,MountainBikeRide,2,2025-11-04 15:00:15,2026-02-13 15:40:34,80,88,2025-11-04 15:00:15,8.0,144.6
39759043,Carmel to Merge,San Diego,California,366.5,-1.3,32.951154,-117.151951,Run,2,2025-11-17 16:14:49,2026-01-04 08:31:39,117,121,2025-11-17 16:14:49,4.0,150.2
2910539,PV-Rumex dash,San Diego,CA,1247.45,3.4,32.940204,-117.14998,Run,2,2025-11-21 15:45:38,2025-12-27 08:54:06,442,446,2025-12-27 08:54:06,-4.0,146.8
27190299,Waterfall home 1st mile,San Diego,California,1677.3,0.2,32.926486,-117.176811,Run,2,2025-11-24 11:41:28,2026-01-26 11:16:37,594,621,2026-01-26 11:16:37,-27.0,160.9
14011389,Careless Whisper,San Diego,California,2572.3,-0.0,32.980733,-117.104096,MountainBikeRide,2,2025-12-11 13:33:20,2025-12-29 12:08:47,1072,1072,2025-12-11 13:33:20,0.0,151.2
11597777,"No Shirt, No Shoes...",San Diego,California,213.1,3.9,32.980713,-117.104065,MountainBikeRide,2,2025-12-11 13:33:23,2025-12-29 12:08:47,82,90,2025-12-29 12:08:47,-8.0,142.4
22280631,Learning about Cuba and having some food,San Diego,California,520.3,-1.2,32.97958,-117.10221,MountainBikeRide,2,2025-12-11 13:34:53,2025-12-29 12:10:09,191,205,2025-12-11 13:34:53,14.0,146.8
11475668,Punji Sticks,San Diego,California,294.4,-2.2,32.978006,-117.101983,MountainBikeRide,2,2025-12-11 13:36:48,2025-12-29 12:12:23,68,70,2025-12-29 12:12:23,-2.0,145.9
11597788,No Dice!,San Diego,California,196.4,-9.3,32.97962,-117.10212,MountainBikeRide,2,2025-12-11 13:37:33,2025-12-29 12:13:07,59,65,2025-12-29 12:13:07,-6.0,145.8
12883689,Learn it. Know it. Live it.,San Diego,California,644.0,1.3,32.980035,-117.100234,MountainBikeRide,2,2025-12-11 13:38:42,2025-12-29 12:14:13,284,294,2025-12-11 13:38:42,10.0,156.9
22183071,Jam with The Stones,San Diego,California,979.0,-0.0,32.985316,-117.100266,MountainBikeRide,2,2025-12-11 13:43:44,2025-12-29 12:19:23,423,438,2025-12-29 12:19:23,-15.0,152.2
4528968,Around the Outside of Anderson Ridge Pl,San Diego,CA,375.5,-0.8,32.943613,-117.195654,MountainBikeRide,2,2025-12-21 09:29:08,2026-01-23 13:50:08,90,183,2026-01-23 13:50:08,-93.0,124.8
14699165,Nighthawk -  Hilltop park,San Diego,California,1786.3,-5.9,32.981414,-117.110793,MountainBikeRide,2,2025-12-29 12:35:31,2026-03-22 09:30:30,509,657,2025-12-29 12:35:31,148.0,141.0
10925815,Nighthawk down,San Diego,California,727.2,-10.2,32.979453,-117.110858,MountainBikeRide,2,2025-12-29 12:36:54,2026-03-22 09:32:40,210,272,2025-12-29 12:36:54,62.0,136.2
9177810,Rockyroad Singletrack,San Diego,California,709.3,3.1,32.985394,-117.13496,MountainBikeRide,2,2026-01-06 14:57:40,2026-03-24 13:29:54,246,336,2026-03-24 13:29:54,-90.0,152.1
7712267,DnQ Git'r Done,San Diego,CA,508.1,2.2,32.988265,-117.132777,MountainBikeRide,2,2026-01-06 15:01:10,2026-03-24 13:32:42,141,296,2026-03-24 13:32:42,-155.0,148.3
41024164,About Time,San Diego,California,699.8,4.2,32.981595,-117.110838,MountainBikeRide,2,2026-01-08 13:28:07,2026-05-24 09:42:47,472,517,2026-05-24 09:42:47,-45.0,149.4
36755403,Jay's way,San Diego,California,730.8,8.7,32.984085,-117.113869,MountainBikeRide,2,2026-01-08 13:32:27,2026-05-24 09:46:55,466,503,2026-05-24 09:46:55,-37.0,157.6
9426667,Miner's top to single track start,San Diego,California,495.7,8.6,32.981748,-117.113004,MountainBikeRide,2,2026-01-08 13:35:11,2026-05-24 09:49:39,302,339,2026-05-24 09:49:39,-37.0,156.6
19434951,scarflow?,San Diego,California,370.7,-8.9,32.978854,-117.117422,MountainBikeRide,2,2026-01-08 13:45:12,2026-05-24 10:08:23,238,240,2026-05-24 10:08:23,-2.0,135.1
40761070,Sucks to your ass-mar!,San Diego,California,1265.1,-1.9,32.941423,-117.182953,MountainBikeRide,2,2026-01-23 13:45:02,2026-05-12 14:03:20,261,291,2026-01-23 13:45:02,30.0,136.8
3761788,the edgeway,San Diego,CA,598.54,1.2,32.949562445282936,-117.18297248706222,MountainBikeRide,2,2026-01-23 13:56:48,2026-02-09 13:26:25,123,129,2026-02-09 13:26:25,-6.0,137.4
1400550,Rigdon Deer Cayon singletrack,San Diego,CA,1730.89,1.5,32.949646431952715,-117.18294164165854,MountainBikeRide,2,2026-01-23 13:56:50,2026-02-09 13:26:28,596,1025,2026-01-23 13:56:50,429.0,143.8
6040719,Up West Dear Canyon,San Diego,CA,1093.1,1.7,32.951152,-117.182123,MountainBikeRide,2,2026-01-23 13:57:27,2026-02-09 13:27:06,299,319,2026-01-23 13:57:27,20.0,148.9
2259231,Grave Yard (eastbound),San Diego,CA,1840.48,1.3,32.9534629639545,-117.17886351059859,MountainBikeRide,2,2026-01-23 13:59:18,2026-02-09 13:28:51,728,1218,2026-01-23 13:59:18,490.0,145.2
1913799,shts dh long,San Diego,CA,1318.28,-4.2,32.94188906438649,-117.17092056758702,MountainBikeRide,2,2026-02-06 15:34:51,2026-02-13 15:43:52,272,284,2026-02-06 15:34:51,12.0,147.1
3800913,Chutes to Valley DH,San Diego,CA,1274.72,-5.0,32.93650075793266,-117.17468085698783,MountainBikeRide,2,2026-02-06 15:37:14,2026-02-13 15:46:23,301,307,2026-02-06 15:37:14,6.0,145.1
8304188,Last Set O Chutes,San Diego,California,111.7,-14.7,32.934007,-117.175657,MountainBikeRide,2,2026-02-06 15:38:27,2026-02-13 15:47:38,35,37,2026-02-06 15:38:27,2.0,148.7
3189583,CDS (Planned) Trail to East Deer Canyon Start,San Diego,CA,322.235,-5.3,32.953248179703586,-117.1529447163999,MountainBikeRide,2,2026-02-25 16:14:55,2026-04-15 15:09:35,49,61,2026-02-25 16:14:55,12.0,125.4
19188555,Nice curves Mrs. Del Vino,,,1691.1,-0.2,32.935439,-117.181862,MountainBikeRide,2,2026-03-02 14:39:21,2026-06-16 15:12:27,439,456,2026-03-02 14:39:21,17.0,143.7
7526814,Salmon to 15,San Diego,CA,946.7,1.0,32.943516,-117.117035,MountainBikeRide,2,2026-03-31 14:13:07,2026-06-02 14:14:00,264,305,2026-06-02 14:14:00,-41.0,141.6
1510466,Trans County to North Side Singletrack,San Diego,CA,2501.08,-0.8,32.9437449016,-117.107616663,MountainBikeRide,2,2026-03-31 14:20:34,2026-06-02 14:20:10,660,725,2026-06-02 14:20:10,-65.0,137.3
4519163,Trans County - Cara Way to Crossing,San Diego,CA,1051.5,-1.1,32.943926,-117.107489,MountainBikeRide,2,2026-03-31 14:20:40,2026-06-02 14:20:07,248,308,2026-06-02 14:20:07,-60.0,128.2
15355021,Post-climb Joy!,Seattle,Washington,380.8,0.8,47.683974,-122.312213,Run,2,2026-04-07 08:47:18,2026-04-08 09:17:38,136,136,2026-04-07 08:47:18,0.0,162.4
6143820,Nicod Street Climb,Lexington,MA,429.5,9.7,42.425382,-71.192446,Run,1,2025-06-28 17:36:08,2025-06-28 17:36:08,219,219,2025-06-28 17:36:08,,158.9
13834398,Mystic River Sprint,Medford,Massachusetts,525.3,0.2,42.407247,-71.097376,Run,1,2025-06-21 09:34:01,2025-06-21 09:34:01,166,166,2025-06-21 09:34:01,,148.3
30506087,Mill to Lowell,Arlington,Massachusetts,1819.9,1.1,42.416549,-71.158189,Ride,1,2025-06-20 10:11:00,2025-06-20 10:11:00,415,415,2025-06-20 10:11:00,,109.6
31245108,to Lowell,Arlington,Massachusetts,1059.2,1.4,42.418798,-71.166783,Ride,1,2025-06-20 10:14:26,2025-06-20 10:14:26,209,209,2025-06-20 10:14:26,,120.1
16259165,Hobbs to Davis,Arlington,Massachusetts,854.8,2.0,42.421833,-71.172433,Ride,1,2025-06-20 10:16:15,2025-06-20 10:16:15,196,196,2025-06-20 10:16:15,,127.6
1712149,Baldface St Climb,Chatham,NH,1166.85,5.1,44.23819505609572,-71.01625909097493,Hike,1,2025-06-15 08:12:23,2025-06-15 08:12:23,1019,1019,2025-06-15 08:12:23,,108.4
18937567,Last Drag to South Baldface,Chatham,New Hampshire,786.1,19.4,44.232681,-71.06923,Hike,1,2025-06-15 10:20:17,2025-06-15 10:20:17,1528,1528,2025-06-15 10:20:17,,124.3
1425579,Wild River Trail Climb,Jackson,NH,580.96,16.2,44.23860392533243,-71.08551733195782,Hike,1,2025-06-15 11:08:10,2025-06-15 11:08:10,781,781,2025-06-15 11:08:10,,142.6
25298377,Lex Track 1 Mile,Lexington,Massachusetts,1677.1,0.0,42.446012,-71.23614,Run,1,2025-06-13 10:49:41,2025-06-13 10:49:41,381,381,2025-06-13 10:49:41,,172.5
7102705,Forest St to Grove St,Arlington,MA,962.2,-1.0,42.423551,-71.175056,Run,1,2025-06-09 16:53:11,2025-06-09 16:53:11,271,271,2025-06-09 16:53:11,,160.0
5581424,Brattle to Mill,Arlington,MA,1136.4,-0.9,42.420382,-71.170025,Run,1,2025-06-09 16:55:47,2025-06-09 16:55:47,359,359,2025-06-09 16:55:47,,160.6
17870494,Final stretch of the Great Hill,New York,New York,174.7,8.0,40.798706,-73.958649,Run,1,2025-06-07 16:38:39,2025-06-07 16:38:39,70,70,2025-06-07 16:38:39,,164.2
12307026,W100 to 97 uphill sprint,New York,New York,137.7,3.8,40.793034,-73.961692,Run,1,2025-06-07 16:45:03,2025-06-07 16:45:03,117,117,2025-06-07 16:45:03,,157.4
13894774,300 west 96 southbound,New York,New York,269.1,0.6,40.791353,-73.962702,Run,1,2025-06-07 16:47:18,2025-06-07 16:47:18,85,85,2025-06-07 16:47:18,,159.6
10431265,Columbia 1k out,New York,New York,1016.2,-0.3,40.788527,-73.964698,Run,1,2025-06-07 16:49:29,2025-06-07 16:49:29,314,314,2025-06-07 16:49:29,,164.6
10584809,Columbia Mile out,New York,New York,1592.6,0.0,40.788497,-73.964644,Run,1,2025-06-07 16:49:30,2025-06-07 16:49:30,492,492,2025-06-07 16:49:30,,165.1
9427922,Reservoir West: Sprint South,New York,New York,263.0,0.0,40.787358,-73.96629,Run,1,2025-06-07 16:50:39,2025-06-07 16:50:39,80,80,2025-06-07 16:50:39,,162.0
19554325,SPRINT!,,,423.0,0.2,40.78554,-73.966693,Run,1,2025-06-07 16:51:43,2025-06-07 16:51:43,134,134,2025-06-07 16:51:43,,164.1
18879910,CPTC 1K,New York,New York,963.8,-0.1,40.785022,-73.966829,Run,1,2025-06-07 16:52:00,2025-06-07 16:52:00,288,288,2025-06-07 16:52:00,,165.2
7622762,Reservoir Bridges - Eastbound,New York,NY,496.1,-0.9,40.784618,-73.966513,Run,1,2025-06-07 16:52:13,2025-06-07 16:52:13,151,151,2025-06-07 16:52:13,,165.1
3226157,Final Quarter,New York,NY,465.387,0.7,40.7818137,-73.9623282,Run,1,2025-06-07 16:54:49,2025-06-07 16:54:49,136,136,2025-06-07 16:54:49,,165.8
2850977,Reservoir Bridle Path - Finishing Straight,New York,NY,214.561,-0.1,40.782174,-73.961066,Run,1,2025-06-07 16:55:24,2025-06-07 16:55:24,66,66,2025-06-07 16:55:24,,164.9
17240339,East Drive SPRINT,New York,New York,548.0,0.3,40.781964,-73.960613,Run,1,2025-06-07 16:55:28,2025-06-07 16:55:28,167,167,2025-06-07 16:55:28,,166.5
38735748,Central Park Segment,Manhattan,New York,587.0,-0.2,40.782167,-73.960694,Run,1,2025-06-07 16:55:32,2025-06-07 16:55:32,179,179,2025-06-07 16:55:32,,166.8
31463146,Reservoir First Quarter Mile,New York,New York,424.7,0.0,40.784379,-73.95933,Run,1,2025-06-07 16:56:53,2025-06-07 16:56:53,140,140,2025-06-07 16:56:53,,166.8
9246862,Harlem Hill Counterclockwise,New York,New York,597.4,-2.6,40.794981,-73.954084,Run,1,2025-06-07 17:07:46,2025-06-07 17:07:46,172,172,2025-06-07 17:07:46,,165.7
28225024,MVP downhill to rotary ,Arlington,Massachusetts,1063.4,-0.5,42.419972,-71.15217,Run,1,2025-06-05 06:47:10,2025-06-05 06:47:10,348,348,2025-06-05 06:47:10,,155.6
5835433,MVP Bridge to Lamppost 1/4 Mile,Arlington,MA,395.6,0.0,42.42255,-71.149211,Run,1,2025-06-05 06:49:29,2025-06-05 06:49:29,136,136,2025-06-05 06:49:29,,157.5
14773912,Quick Whipple Summit,Winchester,Massachusetts,194.4,10.5,42.443719,-71.183086,TrailRun,1,2025-06-03 11:38:54,2025-06-03 11:38:54,75,75,2025-06-03 11:38:54,,158.0
2671589,Great Meadow Dash,Lexington,MA,1896.05,0.1,42.429827,-71.203818,Run,1,2025-05-26 09:12:35,2025-05-26 09:12:35,715,715,2025-05-26 09:12:35,,149.4
7102695,Bike Path Washington St to Bow St,Arlington,MA,2244.5,0.9,42.422503,-71.169704,Run,1,2025-05-05 09:25:21,2025-05-05 09:25:21,712,712,2025-05-05 09:25:21,,156.8
13119649,Clews Out n' Back,San Diego,California,6500.0,-0.0,32.940119,-117.213228,Run,1,2025-04-30 16:11:38,2025-04-30 16:11:38,2091,2091,2025-04-30 16:11:38,,158.6
20400666,Carmel Country to El Camino,San Diego,California,2508.6,-0.5,32.939919,-117.213784,Run,1,2025-04-30 16:11:55,2025-04-30 16:11:55,811,811,2025-04-30 16:11:55,,153.9
25581328,Carmel Creek to El Camino,San Diego,California,910.7,-0.6,32.936593,-117.226396,Run,1,2025-04-30 16:19:21,2025-04-30 16:19:21,296,296,2025-04-30 16:19:21,,151.6
